timestamp	phase	step	addend1	operator	addend2	target	predicted	confidence	used_finger_counting	loss	confidence_criterion	learning_rate	finger_phase	softmax_probs
2025-09-14 18:56:47.402	finger_counting	0	1	->		2	10	0.000001	True	2.488776	0.900000	0.015000	phase2_add	[0.08353948782326025, 0.083011495956151, 0.08348429644726728, 0.0831614202386384, 0.08364640790339066, 0.08309265247377152, 0.08324412434828435, 0.0831724129677523, 0.08339206025337002, 0.08367459172757409, 0.08321830032416318, 0.08336274953629322]
2025-09-14 18:56:47.402	finger_counting	1	2	->		3	8	0.000001	True	2.482209	0.900000	0.015000	phase2_add	[0.08341642020944129, 0.08315809766491063, 0.08355839972535757, 0.08297247852206763, 0.08353131913860894, 0.08324293399919888, 0.08321769878517304, 0.08356649484281115, 0.08342807376214911, 0.08329649630536327, 0.08312004768327046, 0.08349153936156435]
2025-09-14 18:56:47.403	finger_counting	2	1	->		2	10	0.000001	True	2.488264	0.900000	0.015000	phase3_verify	[0.08352006484584051, 0.08305405417310587, 0.08348386820690769, 0.08314376696410888, 0.08364660973745171, 0.08310855110847463, 0.08327104622569362, 0.08317992972174865, 0.08338482834599234, 0.08367769223996696, 0.08319414905764902, 0.08333543937297642]
2025-09-14 18:56:47.403	finger_counting	3	2	->		3	3	0.000001	True	2.481890	0.900000	0.015000	phase3_verify	[0.08339836410421343, 0.08318565797639003, 0.08358507634779193, 0.0829454358925569, 0.08353345872780579, 0.08323478305405935, 0.08322327915009868, 0.08356087597525559, 0.08343879088667173, 0.08329924428414948, 0.08310761916883845, 0.08348741443208506]
2025-09-14 18:56:47.403	finger_counting	4	1	->		2	10	0.000001	True	2.487753	0.900000	0.015000	phase1_setup	[0.08350035644617383, 0.08309645371951518, 0.0834825935175927, 0.08312693839581722, 0.08364569104397387, 0.08312514473228849, 0.08329795668897366, 0.08318997046067643, 0.08337734654106366, 0.08367955513848996, 0.08316961486821585, 0.08330837844713554]
2025-09-14 18:56:47.404	finger_counting	5	2	->		3	3	0.000001	True	2.481571	0.900000	0.015000	phase2_add	[0.08338030605226833, 0.08321317823817716, 0.08361178659680653, 0.08291839326753567, 0.08353554948323687, 0.08322665742756873, 0.08322881993602957, 0.08355545772719973, 0.08344950002927565, 0.08330189230901838, 0.0830951292285704, 0.08348332970422945]
2025-09-14 18:56:47.404	finger_counting	6	3	->		4	8	0.000001	True	2.486681	0.900000	0.015000	phase2_add	[0.08340244695559611, 0.08317117739412218, 0.0833890311461548, 0.08318560474104145, 0.08342051385216664, 0.08333027063719474, 0.08337165821618756, 0.08367353302013963, 0.08332394019137426, 0.08326187205432709, 0.08313573240902851, 0.0833342193825835]
2025-09-14 18:56:47.404	finger_counting	7	1	->		2	10	0.000001	True	2.487331	0.900000	0.015000	phase3_verify	[0.08347894318356239, 0.08313155263027208, 0.08347552983804807, 0.08314480722568962, 0.08362100408432074, 0.08313786158933348, 0.08331364594790364, 0.08319168196709122, 0.08337271677146517, 0.08367944858861578, 0.08316536988120549, 0.0832874382924088]
2025-09-14 18:56:47.404	finger_counting	8	2	->		3	3	0.000001	True	2.481283	0.900000	0.015000	phase3_verify	[0.08336125781692243, 0.08323035255258142, 0.08363588820818833, 0.08292744251492815, 0.08351091949694643, 0.08321387825093825, 0.08322568062689381, 0.08354830231475123, 0.08346350613807046, 0.08330259121076289, 0.08309696263767173, 0.08348321823126115]
2025-09-14 18:56:47.405	finger_counting	9	3	->		4	8	0.000000	True	2.486173	0.900000	0.015000	phase3_verify	[0.08338513983981105, 0.08319013565800584, 0.08337925846144988, 0.08322790560804841, 0.08338115623910834, 0.08333876843956795, 0.08337463575694484, 0.08367500543650071, 0.08332221050229664, 0.08326055755180911, 0.08314380411421025, 0.08332142239216322]
2025-09-14 18:56:47.405	finger_counting	10	1	->		2	10	0.000001	True	2.486911	0.900000	0.015000	phase1_setup	[0.0834576938365127, 0.08316651232192346, 0.08346902191572289, 0.08316177247660435, 0.0835968126691593, 0.0831504963564158, 0.0833289871211561, 0.08319314807479754, 0.08336834513521792, 0.0836792839513302, 0.08316101442702617, 0.0832669117140499]
2025-09-14 18:56:47.405	finger_counting	11	2	->		3	3	0.000001	True	2.481005	0.900000	0.015000	phase1_setup	[0.08334348506775267, 0.08324868976271367, 0.0836591051220654, 0.08292971982231233, 0.08349296778307294, 0.08320134670666367, 0.08322369115278987, 0.08353874728367222, 0.08347658614323779, 0.0833050623704143, 0.083097376543842, 0.08348322224137947]
2025-09-14 18:56:47.406	finger_counting	12	3	->		4	8	0.000000	True	2.485752	0.900000	0.015000	phase2_add	[0.08336998177762864, 0.08320752161551732, 0.08337315223435211, 0.08326295207900775, 0.08334660633910611, 0.08334428217370324, 0.08337911855888158, 0.08367695865839936, 0.08332177417337092, 0.08326338225527807, 0.08314455556719585, 0.08330971456747528]
2025-09-14 18:56:47.406	finger_counting	13	4	->		5	8	0.000001	True	2.482379	0.900000	0.015000	phase2_add	[0.08330809708337508, 0.08331696732749518, 0.08341281066075383, 0.08294435387302371, 0.0835442595862223, 0.08323902639715339, 0.08357400373349516, 0.083771534184037, 0.08332449750730475, 0.08322765327609859, 0.08304014397528892, 0.08329665239566836]
2025-09-14 18:56:47.406	finger_counting	14	1	->		2	10	0.000001	True	2.486516	0.900000	0.015000	phase3_verify	[0.0834454926285658, 0.0831993498572119, 0.08345835391386333, 0.08315498478878273, 0.08360229277300613, 0.08316672827716659, 0.08335318711355363, 0.08318829840146366, 0.0833563554622872, 0.08368734439563141, 0.08315018526745512, 0.08323742712092885]
